owner_name,owner_monthly,owner_push_size,owner_push_distinct_size,owner_push_ct,owner_fork_ct,owner_watch_ct,owner_commitcomment_ct,owner_issuecomment_ct,owner_issueopen_ct,owner_issueclose_ct,owner_pullopen_ct,owner_pullopen_comment_ct,owner_pullopen_review_ct,owner_pullopen_commit_ct,owner_pullopen_add_ct,owner_pullopen_delete_ct,owner_pullopen_changefile_ct,owner_pullclose_ct,owner_pullclose_comment_ct,owner_pullclose_review_ct,owner_pullclose_commit_ct,owner_pullclose_add_ct,owner_pullclose_delete_ct,owner_pullclose_changefile_ct,owner_pushactor_actor_ct,owner_pullactor_actor_ct,repo_owner_name,repo_monthly,repo_ct
youngwookim,2017-02,3,3,3,9,12,,3,,,2,0,0,2,1,1,2,3,3,0,2,2,0,2,,2,,,
kwakuzigah,2017-12,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
zhixuanc,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
alacambra,2017-03,8,7,7,,,,,,,2,0,0,2,4,4,2,1,0,0,1,2,2,1,1,1,alacambra,2017-03,1
nyan-lin-tun,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
quyatong,2017-03,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,quyatong,2017-03,1
cubbie,2017-12,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,
See3200,2017-11,17,17,15,1,,,,,,,,,,,,,,,,,,,,,,,,
jeregg,2017-04,7,7,7,,,,,,1,,,,,,,,,,,,,,,,,,,
aborisenok,2017-02,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
Lihuichen,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Lihuichen,2017-12,2
mediaplatform,2017-09,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
ronnytorresmtz,2017-10,264,264,75,,,,21,12,21,,,,,,,,,,,,,,,,,ronnytorresmtz,2017-10,1
jpllinasCCSM,2017-02,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
Tukizz,2017-07,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,Tukizz,2017-07,1
xerif,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,xerif,2017-12,1
sygslhy,2017-03,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,sygslhy,2017-03,4
sucheno,2017-10,22,22,22,,,,,,,,,,,,,,,,,,,,,3,,sucheno,2017-10,3
brisma,2017-04,3,3,3,,,,,,,,,,,,,,,,,,,,,3,,brisma,2017-04,3
Guard13007,2017-07,268,268,265,,3,,20,40,9,,,,,,,,,,,,,,,1,,,,
freelance-study,2017-06,11,7,7,,,,,,,4,0,0,4,95,1,5,4,0,0,4,95,1,5,1,1,freelance-study,2017-06,1
gunkelolaf,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,gunkelolaf,2017-02,1
socialsweethearts,2017-10,43,23,23,,,,,,,4,0,0,7,42,14,5,4,0,5,20,34,10,4,,1,,,
ResurrectionRemix-Devices,2017-05,11601,9129,82,5,4,7,,,,,,,,,,,,,,,,,,,,,,
RozeenZorzis,2017-09,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,
5n10m,2017-02,4,4,4,,,,,,,,,,,,,,,,,,,,,,,5n10m,2017-02,2
nathalie-tate,2017-08,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,
frinconm,2017-12,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,frinconm,2017-12,1
sciensa,2017-05,38,31,18,,3,,2,1,1,1,0,0,2,22,16,2,2,0,0,7,29,29,6,3,1,sciensa,2017-05,4
SlovaDev,2017-05,102,90,87,,,,,,,1,0,0,1,108,6,10,1,0,0,2,106,1,10,,,SlovaDev,2017-05,2
BrandonShar,2017-09,4,4,4,,4,,,,,,,,,,,,,,,,,,,,,,,
jreniel,2017-06,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,
Meistercoach83,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Udaykumar-k,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Udaykumar-k,2017-06,1
lemonlhy,2017-05,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,
mckiran123,2017-05,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,mckiran123,2017-05,1
jimwaldo,2017-10,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
silvana25almeyda2,2017-07,197,197,72,,,,,,,,,,,,,,,,,,,,,,,,,
tribe-tv,2017-05,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,tribe-tv,2017-05,3
joecannatti,2017-07,6,6,5,,2,,,,,,,,,,,,,,,,,,,1,,,,
jjviton,2017-10,9,9,9,,1,,,,,,,,,,,,,,,,,,,,,,,
edysantosa,2017-09,168,76,74,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiiagon,2017-06,3,3,3,,,,,,,,,,,,,,,,,,,,,,,Georgiiagon,2017-06,1
mtjunkin,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,mtjunkin,2017-09,2
amreos,2017-08,12,12,8,,,,,,,,,,,,,,,,,,,,,2,,amreos,2017-08,2
iamthefox,2017-03,3,3,3,,,,1,,,,,,,,,,,,,,,,,2,,iamthefox,2017-03,2
pcking60,2017-04,10,10,13,,,,,,,,,,,,,,,,,,,,,3,,pcking60,2017-04,2
DefecateRainbows,2017-07,42,42,42,,2,,,,,,,,,,,,,,,,,,,,,,,
larryliu0820,2017-05,3,3,2,,,,,,,,,,,,,,,,,,,,,,,larryliu0820,2017-05,1
horaceli29,2017-09,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
BernardZijlstra,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,BernardZijlstra,2017-06,1
waleedka,2017-02,9,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,
k1s,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
entrepreneur-first,2017-02,3,3,2,1,,,,1,1,,,,,,,,,,,,,,,,,,,
Apigflying,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Apigflying,2017-08,1
zachgodin,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,zachgodin,2017-08,1
jinalskothari,2017-03,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,jinalskothari,2017-03,1
atulsewaiwar,2017-07,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,atulsewaiwar,2017-07,1
Elgancewalker,2017-07,27,27,13,,,,,,,,,,,,,,,,,,,,,,,,,
xeewi,2017-05,14,2,2,1,1,,,1,1,1,0,0,12,1051,0,1,1,0,0,12,1051,0,1,1,1,xeewi,2017-05,1
zhiltsov-sigma,2017-02,28,23,12,,,,,,,1,0,0,4,86,30,3,1,0,0,5,102,31,3,1,1,zhiltsov-sigma,2017-02,1
Milef,2017-02,32,32,5,,,,,,,,,,,,,,,,,,,,,,,,,
rjayroach,2017-04,53,53,50,,,,,6,,,,,,,,,,,,,,,,4,,rjayroach,2017-04,3
stephenKise,2017-06,4,4,4,,1,,,,,,,,,,,,,,,,,,,1,,stephenKise,2017-06,1
mogtabadd,2017-02,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,mogtabadd,2017-02,6
y5998611,2017-08,8,8,6,,,,,,,,,,,,,,,,,,,,,1,,y5998611,2017-08,1
fabsiun,2017-02,32,32,23,,,,,,,,,,,,,,,,,,,,,1,,,,
asherdiamant,2017-08,30,30,26,,,,,,,,,,,,,,,,,,,,,,,,,
r-schneid,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,r-schneid,2017-08,1
gumpcha,2017-03,16,16,15,2,,,,,,,,,,,,,,,,,,,,3,,gumpcha,2017-03,3
mrgnth,2017-01,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,mrgnth,2017-01,1
chendeji,2017-07,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
anttilip,2017-03,146,145,96,,1,5,58,10,11,8,0,0,35,549,22,43,7,25,7,31,441,22,30,4,2,anttilip,2017-03,2
Supporterino,2017-03,2,2,2,,,,,,,,,,,,,,,,,,,,,2,,Supporterino,2017-03,1
Boneoxnh7,2017-11,7,7,7,,,,,,,,,,,,,,,,,,,,,1,,Boneoxnh7,2017-11,1
motoel,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
cdrx,2017-10,15,15,14,9,36,,11,2,,2,0,0,2,14,0,4,,,,,,,,4,2,cdrx,2017-10,4
BitElectronics,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Magnus167,2017-02,9,9,9,,,,,,,,,,,,,,,,,,,,,1,,Magnus167,2017-02,1
Vincennes-Technology,2017-11,69,69,54,1,,,,6,,,,,,,,,,,,,,,,10,,Vincennes-Technology,2017-11,19
canguitm,2017-02,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
olegz,2017-12,10,10,6,,,,1,1,1,,,,,,,,,,,,,,,,,,,
tedsters,2017-07,3,2,2,,,,,,,1,0,0,1,1795,13,10,1,0,0,1,1795,13,10,,,,,
chevalierc,2017-03,9,9,9,2,,,,,,,,,,,,,,,,,,,,2,,chevalierc,2017-03,2
Minan1987,2017-07,3,2,2,,,,,,,1,0,0,1,2,1,1,1,0,0,1,2,1,1,1,1,Minan1987,2017-07,1
duongtdn,2017-11,18,18,7,,,,1,2,1,,,,,,,,,,,,,,,1,,duongtdn,2017-11,1
AdemideA,2017-02,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,AdemideA,2017-02,1
davionzhang,2017-07,3,2,2,,,,,,,1,0,0,1,6,0,1,1,0,0,1,6,0,1,1,1,davionzhang,2017-07,1
chendian1229,2017-09,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,chendian1229,2017-09,2
newshare,2017-03,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
kamrulpro,2017-10,3,3,3,1,,,,,,,,,,,,,,,,,,,,1,,kamrulpro,2017-10,2
PMR,2017-02,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
Sondzus,2017-06,4002,784,664,,,,224,,,30,0,0,336,3094,2632,42,26,216,4,642,5672,1152,44,,2,,,
simh,2017-08,14,14,8,2,8,,9,4,1,,,,,,,,,,,,,,,,,,,
Oektann,2017-09,3,3,3,,1,,,,,,,,,,,,,,,,,,,1,,Oektann,2017-09,4
iomonad,2017-12,16,16,14,1,12,,6,3,1,,,,,,,,,,,,,,,1,,iomonad,2017-12,3
qq995002966,2017-04,16,13,12,,,,,,,,,,,,,,,,,,,,,,,,,
yushakamran,2017-10,3,2,2,,,,,,,1,0,0,1,2,0,1,1,0,0,1,2,0,1,1,1,yushakamran,2017-10,2
antonysam,2017-09,7,7,7,,,,,,,,,,,,,,,,,,,,,1,,antonysam,2017-09,4
kris-liu,2017-07,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
nerush,2017-10,762,548,22,,,,,,,,,,,,,,,,,,,,,3,,nerush,2017-10,2
imiller88,2017-04,18,18,17,,2,,,,,,,,,,,,,,,,,,,10,,imiller88,2017-04,19
potscars,2017-12,23,23,15,,,,,,,,,,,,,,,,,,,,,2,,,,
walfly,2017-11,119,119,1,,,,1,,,2,0,0,119,4076,1196,332,1,1,0,118,3713,1186,277,,1,,,
vuongtlt13,2017-11,20,20,16,,,,,,,,,,,,,,,,,,,,,1,,vuongtlt13,2017-11,1
r710512124,2017-05,4,3,3,,,,,,,2,0,0,2,2,0,2,,,,,,,,1,1,r710512124,2017-05,1
ItamarM,2017-05,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,
KatsuyaKawabe,2017-11,5,5,5,,,,4,2,,,,,,,,,,,,,,,,,,,,
wpanpan,2017-04,2,2,2,,,,,,,,,,,,,,,,,,,,,,,wpanpan,2017-04,1
pipcet,2017-07,275,275,12,1,,,,,,,,,,,,,,,,,,,,1,,,,
kalaiselvi-git,2017-10,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,,,
deepakpandey241990,2017-03,13,13,13,,,,,,,,,,,,,,,,,,,,,6,,deepakpandey241990,2017-03,6
nagist,2017-05,2,2,1,2,,,1,,,1,0,0,1,4,4,1,1,0,0,1,4,4,1,,1,,,
Zappa-Technologies,2017-11,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,,,
ynnhoj24,2017-02,11,10,10,2,,,,,,3,0,0,3,1,0,3,1,0,0,1,1,0,1,2,1,ynnhoj24,2017-02,2
hpollack,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
jvanzyl,2017-02,1001,1569,2,,,,,,,,,,,,,,,,,,,,,,,,,
akashmehta10,2017-03,10,10,10,,,,,,,,,,,,,,,,,,,,,1,,akashmehta10,2017-03,1
VaibhavBajaj,2017-09,16,16,11,3,,,,,,,,,,,,,,,,,,,,3,,VaibhavBajaj,2017-09,5
velvetcat,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,velvetcat,2017-10,1
himimireyes,2017-05,2,2,2,,,,,,,,,,,,,,,,,,,,,,,himimireyes,2017-05,1
nnkhoa,2017-09,102,102,102,,,,,,,,,,,,,,,,,,,,,1,,nnkhoa,2017-09,1
olgaiva,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,olgaiva,2017-03,1
helderjnpinto,2017-10,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,helderjnpinto,2017-10,1
andrey-hohlov,2017-09,12,12,5,,9,,2,1,1,,,,,,,,,,,,,,,,,,,
s-saitoh,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
jhancock532,2017-05,594,594,594,,,,,,,,,,,,,,,,,,,,,3,,jhancock532,2017-05,1
dstreev,2017-10,14,14,14,1,6,,1,1,1,,,,,,,,,,,,,,,2,,dstreev,2017-10,2
codaq,2017-12,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,codaq,2017-12,1
hermanwu,2017-11,13,13,13,,,,,,,,,,,,,,,,,,,,,1,,hermanwu,2017-11,1
williambritolopes,2017-06,7,7,6,,,,,,,,,,,,,,,,,,,,,1,,williambritolopes,2017-06,1
somnath15101,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,somnath15101,2017-07,5
liupeng2117,2017-03,6,6,6,,,,,,,,,,,,,,,,,,,,,2,,liupeng2117,2017-03,4
IntelliSOFT-Consulting,2017-04,6,6,6,5,,,,,,,,,,,,,,,,,,,,4,,IntelliSOFT-Consulting,2017-04,5
anmafeelgood,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
bitwig,2017-02,11,11,7,1,8,,,,,,,,,,,,,,,,,,,1,,bitwig,2017-02,1
kirecek,2017-02,61,41,23,,1,,,3,1,1,0,0,16,139,114,25,1,0,0,20,189,134,30,,,,,
hjkgrp,2017-03,18,18,11,,,,1,,1,,,,,,,,,,,,,,,,,,,
linkosmos,2017-10,6,6,6,,7,,,,,,,,,,,,,,,,,,,,,,,
dillonfagan,2017-12,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
manfuecar,2017-02,4,2,3,,,,,,,,,,,,,,,,,,,,,1,,manfuecar,2017-02,3
rockry,2017-11,32,32,28,,,,,,,,,,,,,,,,,,,,,,,,,
AlexErofeev,2017-08,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,AlexErofeev,2017-08,2
shine-st,2017-10,4,2,2,,,,,,,2,0,0,2,1074,1238,42,2,0,0,2,1074,1238,42,,2,shine-st,2017-10,1
skrawn,2017-02,7,7,6,,,,,,,,,,,,,,,,,,,,,,,skrawn,2017-02,1
codenakama,2017-01,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
chicca1210,2017-09,56,56,3,,,,,,,,,,,,,,,,,,,,,,,,,
2ec0b4,2017-07,6,6,1,5,6,,22,,1,3,0,0,3,606,2,106,2,2,0,2,234,2,43,,2,,,
alesan6,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,alesan6,2017-08,4
yangulo,2017-09,8,8,8,,,,,,,,,,,,,,,,,,,,,2,,yangulo,2017-09,4
dzhang314,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
s-ritik16n,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
Cairokee,2017-08,2,2,2,,,,,1,,,,,,,,,,,,,,,,1,,Cairokee,2017-08,1
5CORNERS,2017-05,48,48,46,,,,,,,,,,,,,,,,,,,,,,,,,
MaksymSerdyuk,2017-05,4,4,4,,,,,1,,,,,,,,,,,,,,,,1,,MaksymSerdyuk,2017-05,2
bluerid,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,bluerid,2017-09,1
RafaelaOliva,2017-01,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,RafaelaOliva,2017-01,1
loganfranken,2017-06,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
canademar,2017-10,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,canademar,2017-10,1
kgodet,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,kgodet,2017-03,2
fan130417,2017-07,8,4,7,,2,,,,,,,,,,,,,,,,,,,2,,fan130417,2017-07,5
PSquall,2017-06,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
octareno,2017-05,15,15,14,,,,,,,,,,,,,,,,,,,,,1,,octareno,2017-05,1
DebajyotiS,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
zhf883680,2017-12,27,27,24,,,,,,,,,,,,,,,,,,,,,2,,zhf883680,2017-12,2
andrewgrinco,2017-04,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
maximeCluchague,2017-07,59,59,56,,,,,,,,,,,,,,,,,,,,,,,,,
james-wickman,2017-04,48,18,16,,1,,,,,12,0,0,30,1233543,727,9719,12,0,0,30,1233543,727,9719,1,1,james-wickman,2017-04,1
rovalcor,2017-01,4,4,4,,,,,,,,,,,,,,,,,,,,,3,,rovalcor,2017-01,2
Kevintah,2017-11,72,72,72,,,,,,,,,,,,,,,,,,,,,2,,Kevintah,2017-11,1
GerhardKotze,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,GerhardKotze,2017-08,1
MonroCoury,2017-06,7,7,7,10,16,,,1,,1,0,0,1,11,0,1,1,1,0,1,36,39,1,,1,MonroCoury,2017-06,1
woodroof,2017-02,125,125,108,,,,,,,,,,,,,,,,,,,,,1,,,,
engntsn,2017-04,4,4,4,,,,,,,,,,,,,,,,,,,,,,,engntsn,2017-04,8
Keqi,2017-03,98,98,1,,,,,,,,,,,,,,,,,,,,,,,,,
Nath120,2017-10,18,18,18,,,,,,,,,,,,,,,,,,,,,1,,Nath120,2017-10,1
gerkirill,2017-12,3,3,3,,1,,,,,,,,,,,,,,,,,,,2,,gerkirill,2017-12,2
bruce2021,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
jackalope,2017-03,21,15,11,5,2,,32,2,4,5,0,0,5,4397,4549,132,6,4,0,6,4417,4568,134,,1,,,
monkes,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,monkes,2017-10,2
hintikka,2017-09,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,hintikka,2017-09,3
tomasherman,2017-02,12,12,10,,1,,,,,,,,,,,,,,,,,,,1,,tomasherman,2017-02,1
yidaxu,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,2,,yidaxu,2017-07,6
n0uvit,2017-02,13,13,13,,,,,,,,,,,,,,,,,,,,,3,,,,
delbertooo,2017-02,23,23,10,,,,,,,,,,,,,,,,,,,,,1,,delbertooo,2017-02,1
speartail,2017-01,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
Plopleo,2017-08,2,1,1,,,,,,,1,0,0,1,2,1,1,1,0,0,1,2,1,1,,1,,,
takashioya,2017-08,6,3,3,,,,1,,,3,0,0,3,4,1,3,3,1,0,3,4,1,3,1,1,takashioya,2017-08,2
faturahman05,2017-05,4,3,3,,,,1,,,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,faturahman05,2017-05,3
jonataSouza,2017-05,2,2,2,,,,,,,,,,,,,,,,,,,,,,,jonataSouza,2017-05,1
jenkin,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,jenkin,2017-07,1
ajg1915,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
anntran249,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
shitware-nl,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
irwangresik,2017-01,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,irwangresik,2017-01,1
mpacek,2017-10,195,171,172,,,,,,,,,,,,,,,,,,,,,5,,mpacek,2017-10,4
stevewarner,2017-04,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
Vanno221,2017-06,6,6,5,,,,,,,,,,,,,,,,,,,,,2,,Vanno221,2017-06,1
davycheung,2017-11,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,
jackyalt,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,jackyalt,2017-11,2
Chant01,2017-06,68,68,23,,,,,,,,,,,,,,,,,,,,,1,,Chant01,2017-06,1
createdotnet,2017-04,1,1,1,,,,,,19,,,,,,,,,,,,,,,,,,,
skier31415,2017-05,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,skier31415,2017-05,1
pucca09,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
tylorbayer,2017-09,2,2,2,,,,,,,,,,,,,,,,,,,,,,,tylorbayer,2017-09,1
antoineleclair,2017-08,2,2,2,2,,,1,1,1,,,,,,,,,,,,,,,,,,,
nicktfranklin,2017-08,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
elazo-minem,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,elazo-minem,2017-08,1
FIWARE-TMForum,2017-09,90,12,12,,1,,,,,4,0,0,78,7662,2218,110,4,0,0,78,7662,2218,110,,,,,
marskar,2017-08,3,3,2,,,,,,,,,,,,,,,,,,,,,,,marskar,2017-08,2
robinski13,2017-05,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,robinski13,2017-05,9
valdocruz,2017-06,13,13,13,,,,,,,,,,,,,,,,,,,,,1,,valdocruz,2017-06,1
wasp129,2017-06,8,8,8,,,,,,,,,,,,,,,,,,,,,3,,wasp129,2017-06,3
barkep,2017-11,6,6,5,,,,,,,,,,,,,,,,,,,,,1,,barkep,2017-11,2
shabbamm,2017-04,67,67,65,,,,1,,,3,0,0,5,14,41,9,3,1,0,5,14,41,9,2,,shabbamm,2017-04,1
G2Bent,2017-10,3,3,2,,,,,,,,,,,,,,,,,,,,,1,,G2Bent,2017-10,2
marcaube,2017-04,1,1,1,4,4,,2,1,,1,0,0,1,2,2,1,,,,,,,,,1,,,
kishorecherukuror,2017-06,15,14,15,,,,,,,,,,,,,,,,,,,,,4,,kishorecherukuror,2017-06,2
inti,2017-04,7,3,2,,,,,,,,,,,,,,,,,,,,,1,,inti,2017-04,1
RalphAtHamburg,2017-09,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
wiliamtrancoso,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,wiliamtrancoso,2017-04,1
wxzh,2017-09,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia-Martinez,2017-06,4,3,4,,,,,,,,,,,,,,,,,,,,,1,,Olivia-Martinez,2017-06,1
alexandrelimassantana,2017-05,7,7,5,,,,,,,,,,,,,,,,,,,,,1,,alexandrelimassantana,2017-05,1
Genae,2017-12,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,
vsbcollege,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,vsbcollege,2017-07,3
cesarestrada090,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,cesarestrada090,2017-10,1
Gauravshrestha4,2017-09,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
OrangeJulian,2017-07,12,12,2,,,,,,,1,0,0,10,121,12,4,1,0,0,10,121,12,4,2,1,OrangeJulian,2017-07,2
syncrou,2017-07,877,579,92,,,,,,,1,0,0,3,224,0,11,1,0,0,3,224,0,11,2,1,syncrou,2017-07,5
epfl-idevelop,2017-05,273,258,86,1,1,,3,,,16,0,0,19,882,840,62,16,3,0,20,1326,1300,62,7,4,epfl-idevelop,2017-05,5
chuckbergeron,2017-07,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,
muzhis,2017-04,8,8,4,,,,,,,,,,,,,,,,,,,,,2,,muzhis,2017-04,2
varCharlie,2017-12,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
carbonfusion,2017-06,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,carbonfusion,2017-06,1
ruishine,2017-02,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,ruishine,2017-02,1
Bentleighpot2,2017-11,8,8,8,,,,,,,,,,,,,,,,,,,,,1,,Bentleighpot2,2017-11,1
UVicLibrary,2017-05,290,222,8,,,,,,,2,0,0,2,2,2,2,2,0,0,2,2,2,2,,2,,,
aaronedwarda,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,aaronedwarda,2017-02,2
pangconggit,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,pangconggit,2017-06,2
brather1ng,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
l024446,2017-08,4,3,3,,,,,,,,,,,,,,1,0,0,1,3,0,1,1,,l024446,2017-08,1
jasmichael,2017-11,67,67,65,,,,,,,,,,,,,,,,,,,,,1,,jasmichael,2017-11,1
varshashri,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,varshashri,2017-09,2
linuxfreeordie,2017-10,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,linuxfreeordie,2017-10,1
clasocki,2017-11,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
ODI-Cardiff,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
takipi,2017-04,2,2,2,4,6,,,,,,,,,,,,,,,,,,,,,,,
AllysonTom,2017-05,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,
shivamras304,2017-09,9,9,6,,,,,,,,,,,,,,,,,,,,,1,,shivamras304,2017-09,1
oskar117,2017-08,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
CoreyHutcheson,2017-05,10,8,8,,,,,,,2,0,0,2,28,29,4,2,0,0,2,28,29,4,1,1,CoreyHutcheson,2017-05,1
CyberNueng,2017-12,72,72,53,,,,,,,,,,,,,,,,,,,,,1,,CyberNueng,2017-12,1
LeniLeGoff,2017-05,14,14,13,,1,,,,,,,,,,,,,,,,,,,1,,LeniLeGoff,2017-05,1
djin-diplom,2017-09,151,151,132,,,,,,,,,,,,,,,,,,,,,3,,djin-diplom,2017-09,3
a13186605339,2017-05,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,
diotteo,2017-08,45,45,9,,,,,,,,,,,,,,,,,,,,,4,,diotteo,2017-08,4
devopsbrett,2017-04,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,devopsbrett,2017-04,1
Affenpilot,2017-11,3,2,2,,,,,,,2,0,0,2,2,2,2,2,0,0,2,2,2,2,,,,,
wj785174418,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,wj785174418,2017-04,1
jabjohanna,2017-04,62,62,62,,,,,,,,,,,,,,,,,,,,,1,,jabjohanna,2017-04,1
sergio-burgos,2017-07,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
peru-js,2017-06,57,23,20,,,,,,,7,0,0,13,265,90,24,7,0,7,16,268,99,24,2,2,peru-js,2017-06,1
